subject,seizure_id,window,band,method,matrix_file,mean_connectivity,density,clustering_coefficient,global_efficiency,characteristic_path_length,small_worldness,modularity,mean_betweenness_centrality,assortativity,threshold_density,threshold_weight,negative_edge_fraction,n_zero_edges_after_cleaning,n_nodes,n_possible_edges,n_edges,is_connected,n_components,largest_component_size,n_random_graphs,random_seed,python_version,numpy_version,pandas_version,networkx_version
chb04,chb04_sz01,Baseline,alpha1,aec,chb04_sz01_Baseline_alpha1_aec.npy,0.4590103965092504,0.20346320346320346,0.19752143305705666,0.2855480166889451,4.231601314849823,1.7783714979408387,0.408648544348003,0.06298701298701298,-0.11696178937558159,0.2,0.49558784873480466,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,alpha1,coherence,chb04_sz01_Baseline_alpha1_coherence.npy,0.421652559797709,0.20346320346320346,0.20554067277190563,0.2516983642518067,4.934442439812186,1.6129768655832752,0.41432824541137053,0.06926406926406926,0.12886547653887354,0.2,0.4456899046535935,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,alpha1,wpli,chb04_sz01_Baseline_alpha1_wpli.npy,0.3056671837634757,0.20346320346320346,0.12977713037947483,0.33168367498014945,3.5757539369782974,0.6802075329322984,0.2695025613208693,0.061038961038961045,-0.17797280202403493,0.2,0.4799167603289085,0.0,1,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,alpha2,aec,chb04_sz01_Baseline_alpha2_aec.npy,0.3391747954687769,0.20346320346320346,0.14236806915144298,0.2299865334528114,5.272049614675588,1.6024881055272568,0.3620925401327666,0.062121212121212126,-0.049078929675944384,0.2,0.378922242413437,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,alpha2,coherence,chb04_sz01_Baseline_alpha2_coherence.npy,0.42558928764098014,0.20346320346320346,0.21960620298294461,0.2560621039862669,4.738342501062943,1.8979929723216076,0.39312499895482894,0.06385281385281387,-0.17829457364341106,0.2,0.44348586625579095,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,alpha2,wpli,chb04_sz01_Baseline_alpha2_wpli.npy,0.2652548802327159,0.20346320346320346,0.13413844800021762,0.27868789399896765,4.264871037641772,0.9679166889937724,0.3702211377648065,0.060606060606060615,-0.12931411096548695,0.2,0.418117638126629,0.0,1,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,beta1,aec,chb04_sz01_Baseline_beta1_aec.npy,0.2148413510071064,0.20346320346320346,0.15141031285358145,0.16433433955007767,6.904384041534665,2.0540156700526886,0.423677546618612,0.05411255411255411,-0.1428571428571432,0.2,0.2518752915590679,0.0,0,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,beta1,coherence,chb04_sz01_Baseline_beta1_coherence.npy,0.42016458344137575,0.20346320346320346,0.17752780911320545,0.23891108917199302,4.611008288733746,1.7820091509463754,0.38818171639467997,0.05346320346320346,0.06060606060605905,0.2,0.42915794187960293,0.0,0,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,beta1,wpli,chb04_sz01_Baseline_beta1_wpli.npy,0.2762815369513693,0.20346320346320346,0.2550986741289876,0.22765003825820518,2.9853059476502097,0.9527069920579698,0.17127930522759244,0.022943722943722943,-0.2851697089656177,0.2,0.46191685035733965,0.0,1,22,231,47,False,6,17,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,beta2,aec,chb04_sz01_Baseline_beta2_aec.npy,0.19815973972696252,0.20346320346320346,0.146037318090103,0.15372236010094498,7.898075806447716,1.6836067444342449,0.3775160200892177,0.06406926406926407,0.12317766246602362,0.2,0.23357893257385887,0.0,0,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,beta2,coherence,chb04_sz01_Baseline_beta2_coherence.npy,0.41507703386259626,0.20346320346320346,0.23694033020398395,0.22086235753619204,4.585064854708964,1.801665290148965,0.40492065030051616,0.047835497835497835,0.12306709265175744,0.2,0.42646176570057415,0.0,0,22,231,47,False,3,20,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,beta2,wpli,chb04_sz01_Baseline_beta2_wpli.npy,0.2810999278257686,0.20346320346320346,0.21776805118353798,0.265667918892321,3.6902165506074334,0.7829689383992078,0.18991695386625584,0.04393939393939395,-0.27804477305401654,0.2,0.4682086807697641,0.0,1,22,231,47,False,3,20,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,delta,aec,chb04_sz01_Baseline_delta_aec.npy,0.45232620675024876,0.20346320346320346,0.2876239572225512,0.25652702093887975,4.751908254695237,1.7917904121627444,0.41969727156690745,0.07445887445887447,0.39163624294722943,0.2,0.49607716984604755,0.0,0,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,delta,coherence,chb04_sz01_Baseline_delta_coherence.npy,0.4594452513393225,0.20346320346320346,0.25871203441264395,0.2540899958549724,4.732212999187938,1.603110008492274,0.43924924958946115,0.06861471861471863,0.24348003259983622,0.2,0.4931155794889988,0.0,0,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,delta,wpli,chb04_sz01_Baseline_delta_wpli.npy,0.3416270623120014,0.20346320346320346,0.17260378575419216,0.29211590075473615,2.9895312824404745,0.5917914454408922,0.19120119334555907,0.037012987012987025,-0.11355832434023319,0.2,0.5372265171520572,0.0,1,22,231,47,False,4,19,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,theta,aec,chb04_sz01_Baseline_theta_aec.npy,0.32193990663530037,0.20346320346320346,0.2332876643649733,0.1992651607901434,6.307805908832751,1.7354173022760873,0.41568605377586276,0.07727272727272727,0.3945899527694298,0.2,0.3662844210951476,0.0,0,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,theta,coherence,chb04_sz01_Baseline_theta_coherence.npy,0.43762843314913374,0.20346320346320346,0.2693775779439839,0.23863125342896174,4.953152769144978,1.879003002257681,0.4543190703103033,0.06904761904761905,0.329492455418381,0.2,0.46532178517093314,0.0,0,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,Baseline,theta,wpli,chb04_sz01_Baseline_theta_wpli.npy,0.2539913874318068,0.20346320346320346,0.09136637523428569,0.27054923373129114,4.414080307798894,0.5651497571961864,0.27870765859201885,0.060173160173160184,-0.29125928822839336,0.2,0.3864866446638949,0.0,1,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,T0,alpha1,aec,chb04_sz01_T0_alpha1_aec.npy,0.5191391199047164,0.20346320346320346,0.20456508820172345,0.279729952916306,3.5307323792800607,1.2004619477267773,0.26740951534692614,0.04523809523809525,-0.016384973060743713,0.2,0.5565298927579034,0.0,0,22,231,47,False,3,20,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,T0,alpha1,coherence,chb04_sz01_T0_alpha1_coherence.npy,0.45103888628483063,0.20346320346320346,0.20908408156259953,0.2474056741712561,4.9218976757395305,0.9768087692987164,0.3103546912369628,0.07251082251082251,0.24065589582831004,0.2,0.47527454473428754,0.0,0,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,T0,alpha1,wpli,chb04_sz01_T0_alpha1_wpli.npy,0.14390147036020415,0.20346320346320346,0.12214232908433965,0.1576252136796639,6.785784244553258,0.9674996237655438,0.31289331772882434,0.05216450216450216,-0.17067359757418119,0.2,0.22841823841713269,0.0,1,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb04,chb04_sz01,T0,alpha2,aec,chb04_sz01_T0_alpha2_aec.npy,0.4702351532933493,0.20346320346320346,0.15090532141640284,0.28447966480236214,3.8493634006106987,1.3283183817230366,0.3164017258693862,0.05367965367965367,-0.1419437340153471,0.2,0.5249036127331749,0.0,0,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
