subject,seizure_id,window,band,method,matrix_file,mean_connectivity,density,clustering_coefficient,global_efficiency,characteristic_path_length,small_worldness,modularity,mean_betweenness_centrality,assortativity,threshold_density,threshold_weight,negative_edge_fraction,n_zero_edges_after_cleaning,n_nodes,n_possible_edges,n_edges,is_connected,n_components,largest_component_size,n_random_graphs,random_seed,python_version,numpy_version,pandas_version,networkx_version
chb22,chb22_sz01,Baseline,alpha1,aec,chb22_sz01_Baseline_alpha1_aec.npy,0.41511110132423046,0.20346320346320346,0.2938258531591954,0.25993692271428037,4.937880474922291,2.6553212396531163,0.47098474232567716,0.07337662337662337,-0.03186077643909074,0.2,0.45498916587930344,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb22,chb22_sz01,Baseline,alpha1,coherence,chb22_sz01_Baseline_alpha1_coherence.npy,0.38463873932108567,0.20346320346320346,0.2499408943787439,0.22911075528547578,6.002515063001287,2.092855821851463,0.4554927991926607,0.08658008658008659,0.36949870557778086,0.2,0.3997386556027131,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb22,chb22_sz01,Baseline,alpha1,wpli,chb22_sz01_Baseline_alpha1_wpli.npy,0.08853422956041615,0.20346320346320346,0.15272963141308243,0.09717330635320548,11.20708754700436,0.9943385643494131,0.3055990442333445,0.05021645021645023,-0.2396716458081023,0.2,0.13665100617733417,0.0,1,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb22,chb22_sz01,Baseline,alpha2,aec,chb22_sz01_Baseline_alpha2_aec.npy,0.28035789734893,0.20346320346320346,0.22583725468323343,0.18142797964638407,8.55109864398087,1.9441854467618873,0.5562059264868076,0.10714285714285715,0.41574585635359146,0.2,0.31222548518107857,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb22,chb22_sz01,Baseline,alpha2,coherence,chb22_sz01_Baseline_alpha2_coherence.npy,0.37996928479616543,0.20346320346320346,0.29091859856920027,0.22572266442019723,5.883159821940714,2.591759816575009,0.5325605209976781,0.0787878787878788,0.004523956405511243,0.2,0.381709356526889,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb22,chb22_sz01,Baseline,alpha2,wpli,chb22_sz01_Baseline_alpha2_wpli.npy,0.07035014379667968,0.20346320346320346,0.11371078099202171,0.0778186323689826,14.033698175642558,0.8070563129332706,0.2706143511295899,0.05173160173160174,-0.17283280894000322,0.2,0.11609193905078131,0.0,1,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb22,chb22_sz01,Baseline,beta1,aec,chb22_sz01_Baseline_beta1_aec.npy,0.11740475599610296,0.20346320346320346,0.15404742879229968,0.1221330406324177,12.959444022860026,2.135302119417075,0.6108360409726299,0.08787878787878788,0.10348116356700106,0.2,0.1331787187264279,0.012987012987012988,3,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb22,chb22_sz01,Baseline,beta1,coherence,chb22_sz01_Baseline_beta1_coherence.npy,0.37980573373466897,0.20346320346320346,0.20837001482577341,0.22611662001046082,6.037028389955509,1.8606530086701936,0.5228909197838499,0.08160173160173162,0.29950319375443707,0.2,0.37862177858292045,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb22,chb22_sz01,Baseline,beta1,wpli,chb22_sz01_Baseline_beta1_wpli.npy,0.05562962454804856,0.20346320346320346,0.1937181790982905,0.06544786585182509,16.794214510138996,1.1595743889829404,0.3169156170721115,0.05497835497835499,-0.22639458058041417,0.2,0.09393069865742587,0.0,1,22,231,47,False,2,21,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb22,chb22_sz01,Baseline,beta2,aec,chb22_sz01_Baseline_beta2_aec.npy,0.12708957023687253,0.20346320346320346,0.1334674159527325,0.12959206763906642,12.565128838481876,1.4108293411096982,0.4869397731108061,0.09610389610389612,0.6020949921079067,0.2,0.1524613745110709,0.012987012987012988,3,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
