subject,seizure_id,window,band,method,matrix_file,mean_connectivity,density,clustering_coefficient,global_efficiency,characteristic_path_length,small_worldness,modularity,mean_betweenness_centrality,assortativity,threshold_density,threshold_weight,negative_edge_fraction,n_zero_edges_after_cleaning,n_nodes,n_possible_edges,n_edges,is_connected,n_components,largest_component_size,n_random_graphs,random_seed,python_version,numpy_version,pandas_version,networkx_version
chb20,chb20_sz02,Baseline,alpha1,aec,chb20_sz02_Baseline_alpha1_aec.npy,0.46011889959056906,0.20346320346320346,0.1936958701709376,0.28315195624886436,4.267417797114332,1.8770562761765928,0.4092964380317572,0.06363636363636363,0.1328018223234635,0.2,0.49130606961403406,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb20,chb20_sz02,Baseline,alpha1,coherence,chb20_sz02_Baseline_alpha1_coherence.npy,0.4011688712724635,0.20346320346320346,0.20607929922098067,0.24122826204688388,5.229041798423799,2.386120560826347,0.41702094398015666,0.07077922077922079,0.42707019756200204,0.2,0.41634810445837733,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb20,chb20_sz02,Baseline,alpha1,wpli,chb20_sz02_Baseline_alpha1_wpli.npy,0.14470486084321185,0.20346320346320346,0.15928740507016526,0.1573044486212296,6.1205861970313045,0.7705787729939061,0.22342089962223785,0.04112554112554113,-0.21075426064458053,0.2,0.24954607032897003,0.0,1,22,231,47,False,3,20,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb20,chb20_sz02,Baseline,alpha2,aec,chb20_sz02_Baseline_alpha2_aec.npy,0.2934645652927342,0.20346320346320346,0.19093028887319966,0.19341264905031602,7.292835479262313,1.497905298154235,0.40521866550781627,0.09393939393939395,0.28356007211932477,0.2,0.3314950248350461,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb20,chb20_sz02,Baseline,alpha2,coherence,chb20_sz02_Baseline_alpha2_coherence.npy,0.38844058119930264,0.20346320346320346,0.17550254504289603,0.23766822194218043,5.255578082366254,1.957285316160382,0.4103133149800865,0.07056277056277058,0.19726729291204004,0.2,0.39847507677336863,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb20,chb20_sz02,Baseline,alpha2,wpli,chb20_sz02_Baseline_alpha2_wpli.npy,0.13651523619085648,0.20346320346320346,0.13501686550238243,0.13733390575943744,6.291626402599302,0.7372520261869119,0.18060447118363204,0.03268398268398269,-0.15486183980412896,0.2,0.21482700822824508,0.0,1,22,231,47,False,5,18,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb20,chb20_sz02,Baseline,beta1,aec,chb20_sz02_Baseline_beta1_aec.npy,0.1454609642293796,0.20346320346320346,0.13660602543093886,0.1405852839921314,9.148057387774672,1.8948883408107535,0.4074550941721398,0.07554112554112553,0.16981462049667606,0.2,0.193197091495951,0.004329004329004329,1,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb20,chb20_sz02,Baseline,beta1,coherence,chb20_sz02_Baseline_beta1_coherence.npy,0.3895904090504232,0.20346320346320346,0.1535348695541501,0.23991494603328242,5.095632626181685,1.573344655166156,0.3644888891724616,0.06601731601731603,0.16140121132755023,0.2,0.40240926716736813,0.0,0,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb20,chb20_sz02,Baseline,beta1,wpli,chb20_sz02_Baseline_beta1_wpli.npy,0.1364582506115145,0.20346320346320346,0.20697391142525803,0.1336903140173171,6.163489143840463,1.3194993639202688,0.2615074565072803,0.03311688311688313,0.021454238004649843,0.2,0.21770661430800903,0.0,1,22,231,47,False,5,18,20,42,3.11.9,2.4.4,3.0.2,3.6.1
chb20,chb20_sz02,Baseline,beta2,aec,chb20_sz02_Baseline_beta2_aec.npy,0.07021284154798339,0.20346320346320346,0.07700372892979293,0.08544511164587133,16.639586570472723,1.8368402427361346,0.5039745210918627,0.08701298701298701,0.04289767985311067,0.2,0.09229949851372542,0.04329004329004329,10,22,231,47,True,1,22,20,42,3.11.9,2.4.4,3.0.2,3.6.1
